"ID","AREA","NAME","TYPE","SUMMARY","ADDRESS","TEL","PAYEX","SERVICETIME","TW97X","TW97Y","TOTALCAR","TOTALMOTOR","TOTALBIKE"
"030083","中和區","中和民享停車場","2","立體式建築附設停車空間","中和區自治街67號B1及B2","3234-7260","小型車計時每小時20元;小型車月租每月4000元;","0~24時","297995","2766263.5","151","0",""
"040010","永和區","彩虹樓地下停車場","2","立體式多目標附建停車場","新北市永和區文化路1331F、B1","","小型車月租3100元;小型車月租2100元;小型車月租2100元;小型車月租1600元;小型車月租500元;","0~24時","301633.5","2767590.5","55","0",""
"010059","新莊區","鴻金寶地下收費停車場","2","立體式-機械建築附設停車空間","新北市新莊區民安路188巷5號B3","22070088*130","小型車計時每小時30元;小型車月租每月3000元;","0~24時","292904.5","2768418","134","0",""
"070033","樹林區","圳福收費停車場","2","平面式臨時路外停車場","新北市樹林區樹新路250-1號拖吊場旁","0933735971","小型車月租每月1500元;","0~24時","293366.7","2765644","61","0",""
"020107","三重區","光武停車場","2","平面式臨時路外停車場","新北市三重區車路頭街151號旁空地","0932085812","小型車計時每小時50元;小型車月租每月2500元;","0~24時","298803.8","2774398","40","0",""
"110027","汐止區","遠東科技中心停車場","2","立體式建築附設停車空間","新北市汐止區大同路二段125號B1","8692-6189","小型車計時每小時40元;小型車月租每月4000元;","0~24時","315654.5","2773043.5","83","0",""
"050094","新莊區","Times 新莊福壽街第2","2","平面式臨時路外停車場","新北市新莊區福壽街與昌智路交叉口","0800888924","小型車計時每小時80元;小型車月租每月8000元;","0~24時","296213.8","2772134","81","0",""
"060033","新店區","江陵春一期(B1F)停車場","2","立體式建築附設停車空間","新北市新店區民權路113號B1","82192537","小型車月租每月5000元;小型車計次每次100元;","8~22時","304156","2763950","43","0",""
"030056","中和區","大時代停車場","2","立體式-機械建築附設停車空間","新北市中和區景新街328號地下3樓","2949-1292","小型車計時每小時30元;小型車計時每小時20元;小型車計次每次100元;小型車月租每月3500元;","0~24時","301660","2764883.5","28","0",""
"110053","汐止區","新北市汐止區林森停車場","2","平面式多目標附建停車場","新北市汐止區林森街73巷3號前約100公尺處","0980014801","小型車月租每月4000元;","0~24時","312977.1","2770416","123","0",""
"110054","汐止區","新北市汐止區橫科停車場","2","平面式多目標附建停車場","新北市汐止區橫科路119號左約100公尺處","0980014801","小型車月租每月4000元;","0~24時","312599.7","2771502","103","0",""
"040025","永和區","漢傑企業-永安站停車場","2","立體式建築附設停車空間","新北市永和區中和路499號B2","2232-4287","小型車月租每月4000元;小型車計時每小時30元;小型車計時每小時40元;","0~24時","301542","2766135","52","0",""
"100039","淡水區","淡水HI-CITY停車場","2","立體式建築附設停車空間","新北市淡水區北新路2段16-58號B3","24551299","小型車計時每小時20元;小型車月租每月4000元;","0~24時","295199.3","2785529","78","0",""
"140014","蘆洲區","新北市蘆洲區忠義國民小學地下停車場","2","立體式多目標附建停車場","新北市蘆洲區光榮路99號B1","2289-9591","大型車月租500元;小型車月租800元;小型車月租1600元;小型車月租每月3200元;小型車計次每次60元;","0~24時","296810","2775748","99","0",""
"110011","汐止區","新北市汐止區金龍國小停車場","2","立體式多目標附建停車場","新北市汐止區明峰街201號","26959941","小型車月租每月2000元;","0~24時","313349.5","2773601.5","68","0",""
"140022","蘆洲區","功學社停車場","2","立體式建築附設停車空間","新北市蘆洲區中山二路162號B1、B2","2283-3299","小型車計時每小時40元;小型車計時每小時10元;小型車月租每月3000元;","0~24時","297483","2774873.5","167","0",""
"070010","樹林區","大同國民小學活動中心地下停車場","2","立體式多目標附建停車場","新北市樹林區大同街43號","86865486","小型車月租每月2400元;小型車月租每月1200元;","0~24時","292144.5","2763785","24","0",""
"230018","八里區","新北市八里區龍米平面停車場","1","平面式臨時路外停車場","新北市八里區龍米路2段150號隔壁","25421501","小型車月租每月3000元;小型車計時每小時30元;機車計次每次10元;","0~24時","293960.9","2783297","168","30",""
"060077","新店區","宏達經營管理顧問有限公司碧潭停車場","2","立體式建築附設停車空間","新北市新店區北宜路1段16號B2","29869257","小型車計時每小時30元;小型車月租每月5000元;","0~24時","304305.9","2761139","60","0",""
"010068","板橋區","板橋金站停車場","2","立體式-機械建築附設停車空間","新北市板橋區館前西路6號地下1樓至地下3樓","29591800","小型車計時每小時50元;","0~24時","296341.5","2766645","43","0",""
"010130","板橋區","板橋國民運動中心停車場","2","立體式建築附設停車空間","新北市板橋區智樂路6號B1~B3","22588886","小型車計時每小時20元;小型車月租每月4000元;小型車月租每月3200元;","06~22時","296248.2","2768364","236","94",""
"030058","中和區","艾德蒙海外股份有限公司停車場","2","立體式建築附設停車空間","新北市中和區建一路176號B2","82273006","小型車月租每月7500元;","0~24時","299242.5","2765565.5","150","0",""
"100015","淡水區","艾德蒙海外股份有限公司淡水竹圍第一期停車場","2","立體式建築附設停車空間","新北市淡水區民族路31巷1號及33巷10號B2","82273006","小型車月租每月4500 元;","0~24時","296660","2780928.5","8","0",""
"100014","淡水區","艾德蒙海外股份有限公司淡水竹圍第二期停車場","2","立體式建築附設停車空間","新北市淡水區民族路31巷28-100號B2、B3","82273006","小型車月租每月4500 元;","0~24時","296680.5","2780996","63","0",""
"100013","淡水區","艾德蒙海外股份有限公司淡水竹圍第三期停車場","2","立體式建築附設停車空間","新北市淡水區民族路31巷1號B2、B3(營業範圍詳見登記證電子檔)","82273006","小型車月租每月4500 元;","0~24時","296534","2781002.5","91","0",""
"010129","板橋區","Times 板橋南雅夜市","2","平面式臨時路外停車場","新北市板橋區南雅東路29巷3-1號旁","0800888924","小型車計時每小時80元;小型車月租每月8000元;","0~24時","295836.2","2766501","7","0",""
"010131","板橋區","新北市板橋區新北市立圖書館地下停車場","1","立體式建築附設停車空間","新北市板橋區貴興路139號B1~B3","29645836","小型車計時每小時30元;小型車計時每小時20元;小型車計次每次300元;小型車月租每月6000元;機車計次每次10元;機車月租每月200元;","0~24時","295902.8","2766068","228","278",""
"050099","新莊區","新北市興化國小附設停車場","2","平面式多目標附建停車場","新北市新莊區五工二路50巷2號","22991001","小型車月租每月2500元;小型車月租每月2000元;小型車月租每月1500元;","0~24時","296572.2","2773155","60","0",""
"030109","中和區","宏達經營管理顧問有限公司中福停車場","2","立體式-機械建築附設停車空間","新北市中和區景平路666號B2、B3","29869257","小型車計時每小時40元;小型車月租每月4000元;","0~24時","300198.7","2765973","37","0",""
"020007","三重區","三張地下停車場","1","立體式建築附設停車空間","新北市三重區大智街188號","8985-6460,8985-0871","小型車計時每小時20元;小型車月租每月4000元;","0~24時","299457.5","2773669.5","282","0",""
"020017","三重區","綜合體育館地下停車場","2","立體式多目標附建停車場","新北市三重區新北大道1段2號B1、B2","2986-7222","小型車計時每小時20元;小型車月租每月4000元;","0~24時","299576","2772729.5","294","0",""
"240001","平溪區","平溪停三停車場","1","平面式都市計畫停車場","新北市平溪區南山坪136號對面","0800021111","小型車月租每月4500元;小型車計時每小時40元;","0~24時","328949.5","2771178.5","124","0",""
"090029","三峽區","三峽國小地下停車場","1","立體式多目標附建停車場","新北市三峽區中山路16號B1、B2","77310360","小型車計時每小時20元;小型車計時每小時10元;小型車計時每小時40元;小型車月租每月2800元;小型車月租每月2500元;小型車月租每月2000元;小型車月租每月1000元;","0~24時","287107.9","2758641","259","0",""
"040045","永和區","中正堤外停車場","2","平面式臨時路外停車場","新北市永和區中正橋北往南下堤外匝道之右側","0800021111","小型車計時每小時20元;小型車月租每月3000元;","0~24時","301866","2767920","122","0",""
"040005","永和區","新北市永和區福和國中地下停車場","1","立體式建築附設停車空間","永和區永亨路96號","8921-6933","小型車計時每小時20元;小型車月租每月4000元;","0~24時","302716.5","2766383","554","0",""
"020006","三重區","聯邦地下停車場","1","立體式建築附設停車空間","新北市三重區中華路125號B2、B3","29888358","小型車月租每月4000元;小型車計時每小時30元;","0~24時","298841","2772974.5","193","0",""
"060061","新店區","安康市場地下二樓附設停車場","2","立體式多目標附建停車場","新店區安康路二段120號B2","25031111#3083","小型車月租每月2500元;身障車月租每月2000元;","0~24時","301765.5","2761754.5","36","0",""
"050100","新莊區","Times新莊昌德街","2","平面式臨時路外停車場","新北市新莊區昌德街與福壽街交叉口附近","0800888924","小型車計時每小時80元;小型車月租每月8000元;","0~24時","296207.9","2771959","17","0",""
"030065","中和區","潤泰全球股份有限公司中和分公司B3、B4、6F停車場","2","立體式建築附設停車空間","新北市中和區中山路二段228號","82411111","小型車計時每小時50元;","0~24時","300368","2766172","337","0",""
"010064","板橋區","馥都飯店停車場","2","立體式建築附設停車空間","新北市板橋區縣民大道1段189號B1~B4","29658000","小型車計時每小時100元;","07~23時","296388.5","2766847","49","0",""
"020060","三重區","幸福水漾公園區","2","平面式臨時路外停車場","新北市三重區重新橋北側自行車道與疏洪十六路交叉口(鄰幸福水漾公園)","29748453","小型車計時每小時20元;小型車計時每小時10元;小型車月租每月1800元;小型車計次每次150元;","0~24時","298615","2771446.5","175","0",""
"020079","三重區","觀光市集北側停車場(堤14)","2","平面式臨時路外停車場","新北市三重區重新橋北側-新莊堤外道路與疏洪十六路交叉口","29748453","小型車計時每小時20元;小型車計時每小時10元;小型車月租每月1800元;機車計次每次10元;機車月租每月300元;小型車計次每次150元;","0~24時","0","0","267","628",""
"020068","三重區","觀光市集南側停車場","2","平面式臨時路外停車場","新北市三重區重新橋南側新莊堤外道路與疏洪十六路交叉口(鄰疏洪運動公園)","29748453","小型車計時每小時20元;小型車計時每小時10元;小型車月租每月1800元;機車計次每次10元;機車月租每月300元;小型車計次每次150元;","0~24時","298604.5","2771382.5","411","823",""
"170033","林口區","國立臺灣師範大學林口校區資訊與教學大樓地下停車場","2","立體式多目標附建停車場","新北市林口區仁愛路1段2號","77148601","小型車月租300元;小型車月租720元;","06~23時","290555.5","2773272","69","0",""
"160009","泰山區","和平泰山停車場","2","平面式建築附設停車空間","新北市泰山區台麗街65-1號","29047071","小型車計次每次200元;機車計次每次50元;","07~24時","292933","2770093.5","96","96",""
"060078","新店區","新環停車場","1","平面式臨時路外停車場","新北市新店區環河路181-1號旁空地","0972-743-936","小型車計時每小時40元;小型車月租每月4000元;小型車月租每月2000元;","0~24時","304183.5","2762301","108","0",""
"090030","三峽區","富誠學成停車場","2","平面式臨時路外停車場","新北市三峽區學成路258號對面空地","27546661","小型車計時每小時60元;小型車月租每月8000元;","0~24時","287844.4","2759425","23","0",""
"050050","新莊區","頭前國中地下停車場","1","立體式建築附設停車空間","新北市新莊區思源路485號B1~B3","85213420","小型車計時每小時30元;小型車月租每月3500元;","0~24時","296333.5","2771956.5","256","0",""
"010132","板橋區","愛買南雅店收費停車場","2","立體式建築附設停車空間","新北市板橋區貴興路101號","0800002088","小型車計時每小時50元;","0~24時","296049.6","2766152","204","153",""
"030012","中和區","圓通停車場","1","平面式都市計畫停車場","新北市中和區圓通路369巷33號","2242-5455","小型車計時每小時20元;小型車月租每月3000元;小型車月租每月2000元;","0~24時","299550.5","2764506","170","0",""
"130014","土城區","土城區綜合體育場附設停車場","2","平面式建築附設停車空間","新北市土城區裕民路193-1號","(02)8273-1775","小型車月租每月1500元;","0~24時","295820.5","2764428.803","58","0",""
"030060","中和區","遠東世紀廣場第一期管理委員會停車場","1","立體式建築附設停車空間","中和區建一路建一路162號B1","82280666#163","小型車計時每小時50元;大型車月租每月4200元;大型車計次每次300元;小型車計時每次50元;小型車計次每次50元;小型車計次每次50元;","0~24時","299244.5","2765648","110","0",""
"050029","新莊區","新莊區農會停車場","2","立體式-機械建築附設停車空間","新北市新莊區中正路80號B2-B4","22777988-1310","小型車計時每小時40元;小型車計時每小時60元;小型車月租4100元;小型車月租每月3000元;小型車月租3300元;小型車月租2700元;","0~24時","296239.5","2770049","345","0",""
"130005","土城區","延吉立體停車場","1","立體式都市計畫停車場","新北市土城區德峰街65號","22606038","小型車計時每小時20元;小型車計時每小時30元;小型車計時每小時10元;小型車月租每月2800元;小型車月租每月1700元;身障車月租每月1500元;機車月租每月1400元;","0~24時","297415.5","2764446.5","438","50",""
"130004","土城區","裕生立體停車場","1","立體式都市計畫停車場","新北市土城區裕生路106號","22607038","小型車計時每小時20元;小型車計時每小時30元;小型車計時每小時10元;小型車月租每月3000元;小型車月租每月2500元;身障車月租每月1500元;","0~24時","295083.5","2764139","177","0",""
"030020","中和區","錦和高中收費停車場","2","平面式多目標附建停車場","新北市中和區錦和路163號","22498566","小型車月租每月2500元;小型車月租每月2500元;","0~24時","299648.5","2764956.5","16","0",""
"060021","新店區","新店溪陽光運動園區停車場","2","平面式臨時路外停車場","新店區陽光橋下陽光運動園區高灘地","0955357239","小型車計時每小時20元;小型車月租每月4000元;機車免費免費;","0~24時","302344","2763306","207","196",""
"010134","板橋區","全群停車場","2","立體式建築附設停車空間","新北市板橋區四維路230巷2號","22535566","小型車計時每小時20元;小型車計次每次100元;小型車月租每月5000元;","0~24時","296839.5","2768969","61","0",""
"280006","萬里區","野柳停車場","2","平面式臨時路外停車場","新北市萬里區野柳里港東路167-1號對面","2492-2206","大型車計次每次150元;小型車計次每次50元;小型車月租每月1500元;","0~24時","319659","2788693","314","0",""
"280009","萬里區","龜吼停車場","2","平面式臨時路外停車場","新北市萬里區龜吼里漁澳81號對面停車場","2492-7921","小型車計次每次50元;小型車月租每月1500元;","0~24時","319185.3","2787678","76","0",""
"050101","新莊區","晶冠廣場地下停車場","2","立體式-機械建築附設停車空間","新北市新莊區五工路66號B1~B3","89783637","小型車計時每小時20元;小型車月租每月3200元;小型車月租每月2560元;機車免費免費;","0~24時","296241.2","2772931","381","180",""
"060048","新店區","新店安坑停車場(岳洋)","1","平面式臨時路外停車場","新北市新店區安康路2段341巷旁","",";","0~24時","300137","2760888.5","43","0",""
"060036","新店區","Times台北矽谷停車場","2","立體式建築附設停車空間","新店區北新路三段205、205-1號B3","2504-6098","小型車計時每小時80元;小型車月租每月8000元;","0~24時","304517.5","2764152","319","0",""
"050018","新店區","新北市新店區大豐平面停車場","2","平面式臨時路外停車場","新店區二十張路143之1號","",";","0~24時","296290","2772937","77","0",""
"050102","新莊區","中信國小收費停車場","2","立體式多目標附建停車場","新 北市新莊區忠信街168號","85211131","小型車月租每月3000元;小型車月租每月1700元;小型車月租每月1000元;","0~24時","295233.8","2771590","26","0",""
"070016","樹林區","樹林國小慶福樓地下室及家長接送區停車場","2","立體式多目標附建停車場","新北市樹林區育英街176號 B1慶福樓地下室與家長接送區","2681-2014#837","小型車月租每月2500元;小型車月租每月1500元;","0~24時","292154.5","2764665","33","0",""
"020019","三重區","新北市立聯合醫院三重院區停車場","2","立體式多目標附建停車場","新北市三重區新北大道1段3號","0986816383","小型車計時每小時30元;小型車月租每月4000元;機車計次每次10元;","0~24時","299547","2772599.5","150","86",""
"060067","新店區","矽谷溫泉會館停車場","2","立體式建築附設停車空間","新店區中正路491-1號","2218-0101","小型車計時每小時40元;小型車月租每月4500元;","0~24時","303869","2763974","120","0",""
"160016","泰山區","新北市新五泰國民運動中心附設地下停車場","2","立體式建築附設停車空間","新北市泰山區全興路167號B1、B2","22968860","小型車計時每小時20元;小型車月租每月4000元;小型車月租每月3200元;機車免費0元;","0~24時","293846.7","2771976","217","81",""
"090021","三峽區","台灣聯通三峽停車場","2","立體式建築附設停車空間","三峽區和平街65號B2","2523-5000","小型車計時每小時40元;小型車月租每月4000元;","0~24時","287360.5","2758792.5","21","0",""
"140031","蘆洲區","溪墘公園地下停車場","1","立體式多目標附建停車場","新北市蘆洲區信義路59巷2號旁","2281-2238","小型車計時每小時20元;小型車計時每小時30元;小型車計次每次120元;小型車月租每月3400元;小型車月租每月3000元;身障車月租每月2000元;","0~24時","298046.9","2774677","173","0",""
"010110","板橋區","新北市板橋區板橋高級中學地下停車場","1","立體式多目標附建停車場","新北市板橋區文化路1段25號B1","29663558","小型車計時每小時20元;小型車計時每小時30元;小型車月租每月4000元;","0~24時","296379.7","2767196","229","0",""
"030110","中和區","和城平面停車場","2","平面式多目標附建停車場","新北市中和區和城路1段263號","89859111","小型車計時每次50元;小型車月租每月5000元;","0~24時","299013.6","2765142","82","0",""
"010085","板橋區","板橋國小地下停車場","1","立體式建築附設停車空間","板橋區文化路一段23號B1~B3","89698938","小型車計時每小時30元;小型車月租每月4000元;","0~24時","296238.5","2767099.5","224","0",""
"060034","新店區","新店慈濟醫院地下停車場","1","立體式建築附設停車空間","新北市新店區建國路289號1F、B1、B2","8219-2208","小型車計時每小時30元;小型車月租每月4800元;","0~24時","304156.5","2764272.5","311","477",""
"110056","汐止區","Times 汐止新台五路停車場","2","平面式臨時路外停車場","新北市汐止區新台五路1段75號旁","0800888924","小型車計時每小時100元;小型車月租每月8000元;","0~24時","315064.5","2772614","95","0",""
"010069","板橋區","星聚點板橋站停車場","2","立體式建築附設停車空間","板橋區中山路一段1號B2","2959-7868","小型車計時每小時80元;","0~24時","296367.5","2766678.5","79","0",""
"110057","汐止區","上嘉汐止火車站停車場","2","立體式建築附設停車空間","新北市汐止區信義路1號(汐止火車站1樓)","86923119","小型車計時每小時60元;小型車月租每月6000元;小型車月租每月4000元;機車計次每次30元;機車月租每月700元;","0~24時","316737.6","2773497","115","466",""
"130036","土城區","博客金城站","2","立體式建築附設停車空間","土城區金城路三段200之5、6、7、8、9、10、11、12號","2948-8889","小型車計時每小時60元;小型車月租每月3000元;","0~24時","297336.5","2764537","42","0",""
"070035","樹林區","百驛企業有限公司後站停車場","2","平面式臨時路外停車場","新北市樹林區後站街3巷12號對面空地","86752028","機車計時每小時10元;機車計次每次50元;機車月租每月1000元;","0~24時","292745.6","2764779","0","586",""
"020109","三重區","光興國小地下停車場","1","立體式多目標附建停車場","新北市三重區正義南路62號","29764296","小型車計時每小時20元;小型車月租每月4000元;小型車月租每月3200元;小型車月租每月2400元;小型車月租每月2000元;機車月租每月100元;","0~24時","300396.6","2772551","304","88",""
"110055","汐止區","北峰國民小學附設停車場","2","平面式多目標附建停車場","新北市汐止區環河街1 號","26941817#251","小型車月租每月1000元;","18~22時","313722.4","2772901","13","0",""
"010137","蘆洲區","Times蘆洲三民路停車場","2","平面式臨時路外停車場","新北市蘆洲區三民路505號旁","0800888924","機車計時每小時80元;機車月租每月8000元;","0~24時","296630.7","2776086","0","47",""
"160011","泰山區","三群停車場","2","平面式臨時路外停車場","新北市新莊區中環路2段裕信華六街交叉口旁","0701-0800-593","小型車月租2300元;","0~24時","294568.5","2770691.5","245","0",""
"030063","中和區","智富連城工商園區停車場","2","立體式建築附設停車空間","中和區連城路232-1號B1","22222014","小型車計時每小時60元;","0~24時","299407","2765547","21","0",""
"060031","新店區","江陵禮一期停車場","2","立體式建築附設停車空間","新店區民權路63、65、67、69號B5、B6、B7","29102800","小型車計時每小時40元;小型車月租每月4200元;","0~24時","304415.5","2763981.5","163","0",""
"030111","中和區","中和員山停車場","2","平面式臨時路外停車場","新北市中和區員山路560號對面空地","","小型車計時每小時100元;小型車月租每月10,000元;","0~24時","298317.3","2767014","27","0",""
"010029","板橋區","新北市板橋區新海抽水站平面停車場","1","平面式臨時路外停車場","新北市板橋區中正路511號","89697463","小型車計時每小時20元;小型車計時每小時30元;大型車計時每小時40元;大型車計時每小時60元;小型車月租每月3000元;大型車月租每月6000元;","0~24時","295954","2768975.5","34","10",""
"060080","新莊區","昌平停車場","2","平面式臨時路外停車場","新北市新莊區中央路與昌平街交叉口50公尺處","0919218244","小型車計時每小時20元;小型車月租每月2000元;","0~24時","295751.6","2772391","105","0",""
"010138","新莊區","福美128停車場","2","平面式臨時路外停車場","新北市新莊區福美街128巷20號對面","0919218244","小型車計時每小時20元;小型車月租每月2000元;","0~24時","296569.9","2772305","64","0",""
"010136","板橋區","仁化收費停車場","2","平面式臨時路外停車場","新北市板橋區仁化街54號旁","22523745","小型車計時每小時40元;","0~24時","298019.8","2769392","11","0",""
"030112","中和區","光寶科技中和大樓C棟停車場","2","立體式建築附設停車空間","新北市中和區建六路77號","22226181","小型車計時每小時50元;","09~17時","299221","2766114","42","0",""
"020072","三重區","忠孝自強停車場","1","平面式臨時路外停車場","三重區忠孝路二段35號對面","0939054138","小型車計時每小時30元;大型車月租每月2500元;","0~24時","299060","2773743","42","0",""
"020034","三重區","碧華停車場","2","平面式臨時路外停車場","新北市三重區仁華街118巷9-8號旁","0939054138","小型車計時每小時30元;小型車月租每月2500元;","0~24時","298937","2775227","28","10",""
"010054","板橋區","板橋區府中一區、二區、三區平面停車場","2","平面式臨時路外停車場","新北市板橋區縣民大道、重慶路口","2944-1489","小型車計時每小時100元;小型車月租每月8000元;機車月租每月2000元;機車計次每次60元;","0~24時","296526","2766952","39","81",""
"050033","新莊區","便利停車場新莊二站","2","立體式建築附設停車空間","新北市新莊區中正路649-1號B2","2908-7142","小型車月租每月3500元;小型車計時每小時40元;","0~24時","293408.5","2769277","201","0",""
"070036","樹林區","鵝媽媽停車場","2","平面式臨時路外停車場","新北市樹林區俊保路32號旁","26877177","小型車計時每小時20元;小型車月租每月2800元;","0~24時","292626.1","2766762","185","0",""
"090013","三峽區","礁溪行政大樓停車場","2","立體式多目標附建停車場","三峽區光明路71號","86722812","小型車計時每小時20元;小型車月租每月4000元;","0~24時","287992","2757899.5","83","0",""
"010140","板橋區","江翠水岸停一收費停車場","1","平面式都市計畫停車場","新北市板橋區溪頭公園旁","22523745","小型車計時每小時30元;小型車月租每月4200元;","0~24時","297076","2769461","25","0",""
"010139","板橋區","江翠水岸停二收費停車場","1","平面式都市計畫停車場","新北市板橋區長江路2段311巷往環河路第1個十字路口右轉","22523745","小型車計時每小時30元;小型車月租每月4200元;","0~24時","297672.3","2769719","43","0",""
"070001","樹林區","新北市樹林區第一停車場","1","平面式都市計畫停車場","樹林區保安街20巷底保順街口","02-26851561,26829703","小型車計時每小時20元;小型車月租每月2500元;","0~24時","293220.5","2765270","63","0",""
"070002","樹林區","新北市樹林區第三停車場","1","平面式都市計畫停車場","樹林區光明街10號旁空地","02-26851561","小型車計時每小時20元;小型車月租每月1200元;","0~24時","291510.5","2764655","16","0",""
"070006","樹林區","新北市樹林區第八停車場","1","平面式都市計畫停車場","樹林區復興路390巷20號","02-26851561,0970227788","小型車計時每小時20元;小型車月租每月2300元;","0~24時","291859.5","2764308","50","5",""
"100016","淡水區","忠佑停車場","2","立體式建築附設停車空間","淡水區民族路31巷1號B1","8809-3037","小型車計時每小時40元;小型車月租每月3000元;","0~24時","296585","2780960","66","0",""
"040046","永和區","安全停車場","2","平面式臨時路外停車場","新北市永和區環河東路4段與民樂街39巷交叉口直上堤外道路","29213266、29238567","小型車月租每月2500元;小型車月租每月2000元;","0~24時","303424.2","2765949","360","0",""
"100040","淡水區","淡水新市停車場","2","平面式臨時路外停車場","新北市淡水區新市1路3段101巷19弄旁","","小型車計時每小時60元;小型車計次每次300元;小型車月租每月3000元;","0~24時","294956.6","2786220","140","0",""
"040022","永和區","宏達經營管理顧問有限公司北城停車場","2","立體式建築附設停車空間","永和區民權路53號B2~B5","29869257","小型車計時每小時50元;小型車月租每月6000元;","0~24時","302476.5","2765495","325","0",""
"040007","永和區","民權停車場","2","立體式建築附設停車空間","永和區民權路60號B1-B3","8943-3803","小型車計時每小時20元;身障車月租每月4000元;","0~24時","302434.5","2765513","76","0",""
"020004","三重區","重新機械塔停車場","1","立體式-塔臺都市計畫停車場","新北市三重區重安街1號","2979-1067","小型車計時每小時20元;小型車月租每月3300元;小型車月租每月2640元;小型車月租每月1650元;","0~24時","299433","2772321","322","0",""
"040047","永和區","元順停車場","2","平面式臨時路外停車場","新北市永和區環河東路2段永福水門進入左轉","0917512089、0913512089","小型車月租每月2500元;","0~24時","302912.4","2767055","123","0",""
"010114","板橋區","國立臺灣藝術大學停車場","2","立體式多目標附建停車場","新北市板橋區大觀路一段59號","22722181分機1226","小型車計時每小時20元;","0~24時","295192.8","2766511","88","0",""
"170035","林口區","竹城長崎收費停車場","2","立體式建築附設停車空間","新北市林口區文化三路2段115巷2號","87973666","小型車月租每月5000元;","0~24時","287756.5","2774823","26","26",""
"030039","中和區","建一路停車場","2","平面式臨時路外停車場","中和區建一路245號旁停車場","2991-7978","小型車計時每小時100元;小型車月租每月6000元;","0~24時","299295","2765555.5","29","0",""
"170036","林口區","九樹社區停車場","2","立體式建築附設停車空間","新北市林口區公園路120-1號","26068780","小型車月租每月5000元;","0~24時","287333","2773695","46","0",""
"050104","新莊區","頭成停車場","2","平面式臨時路外停車場","新北市新莊區思原路128巷與頭城街交叉口50公尺處","0919218244","小型車計時每小時20元;小型車月租每月2000元;","0~24時","296539.2","2771095","44","0",""
"020061","三重區","忠孝碼頭停車場","2","平面式臨時路外停車場","新北市三重區忠孝橋下高灘地臨時停車場/三重區環河南路與大同南路交叉口附近","2971-0770","小型車計時每小時20元;小型車月租每月4000元;","0~24時","300374.5","2772090","76","0",""
"020018","三重區","淡水河畔停車場","2","平面式臨時路外停車場","三重區環河北路堤外道中山高速公路下之高灘地","29710770","小型車計時每小時20元;小型車月租每月4000元;大型車計時每小時40元;大型車月租每月8000元;","0~24時","300691.5","2774563","674","300",""
"280010","萬里區","野柳海洋世界停車場","2","平面式臨時路外停車場","新北市萬里區野柳里港東路167-3號","24921111","小型車計時每小時20元;小型車計次每次100元;","0~24時","319644.3","2788592","149","0",""
"040001","永和區","永和仁愛公園地下停車場","1","立體式多目標附建停車場","永和區仁愛路244-1號B1、B2","22316406","小型車計時每小時30元;小型車月租每月4000元;","0~24時","301125.5","2767094.5","645","0",""
"170037","林口區","圓舞曲停車場","2","立體式建築附設停車空間","新北市林口區文化北路1段299巷16號","26097811","小型車月租每月5000元;機車月租美月2500元;","0~24時","286272.3","2773955","23","23",""
"020073","三重區","永福國小地下停車場","1","立體式建築附設停車空間","三重區永福街66號地下1至地下2層","8283-9364","小型車計時每小時20元;小型車計時每小時30元;小型車月租每月4000元;身障車月租每月2000元;","0~24時","298389.5","2774443.5","210","0",""
"150023","五股區","臻美大樓停車場","2","立體式建築附設停車空間","新北市五股區新五路2段373號B1","23083788","小型車月租每月6000元;機車月租每月1000元;","0~24時","294788.5","2775649","27","27",""
"170032","林口區","台灣聯通昕境廣場停車場","2","立體式-機械建築附設停車空間","昕北市林口區文化三路1段402巷2號","25235000","小型車計時每小時60元;小型車月租每月6000元;","0~24時","287213.2","2773977","117","0",""
"130052","土城區","土城中一停車場","2","平面式臨時路外停車場","新北市土城區中華路一段50號旁空地","2523-5000","小型車計時每小時60元;小型車月租每月5000元;","0~24時","294997.5","2764616","36","0",""
"040028","永和區","台灣聯通永一場","2","立體式建築附設停車空間","新北市永和區永和路二段116號B1","2523-5000","小型車計時每小時80元;小型車月租每月8000元;","0~24時","302000.5","2767213","19","0",""
"140023","蘆洲區","台灣聯通徐匯廣場停車場","2","立體式建築附設停車空間","新北市蘆洲區中山一路6、8號(代表號)地下3至6層","2523-5000","小型車計時每小時100元;小型車月租每月8000元;","0~24時","298464.4","2774785","127","0",""
"010112","板橋區","江子翠停車場","2","平面式臨時路外停車場","新北市板橋區縣民大道三段155號旁","2523-5000","小型車計時每小時60元;小型車月租每月5000元;","0~24時","298307.1","2768529","61","0",""
"010120","板橋區","台灣聯通府中停車場","2","立體式建築附設停車空間","新北市板橋區中山路一段104號B1","2523-5000","小型車計時每小時60元;小型車月租每月7000元;","0~24時","296692.7","2767019","12","0",""
"020112","三重區","美麗人生停車場","2","立體式建築附設停車空間","新北市三重區光復路1段45號B1、B2","85116666#100","小型車計時每小時100元;機車計次每次100元;小型車計次每次30元;機車計次每次30元;","0~24時","297638.5","2771225","67","67",""
"010141","新店區","宏達經營管理顧問有限公司安和停車場","2","平面式臨時路外停車場","新北市新店區安和路2段141號旁空地","29869257","小型車計時每小時40元;小型車月租每月5000元;","0~24時","302426.8","2762764","116","0",""
